.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"Andrew Fraknoi","Fromm Institute, University of San Francisco","",true,true
"David Morrison","NASA (Emeritus) and SETI Institute","",true,false
"Sidney Wolff","NOIRLab (Emerita)","",true,false
