.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"David Kline","Pulitzer Prize-nominated journalist","",true,false
"David Kappos","Former Director, United States Patent and Trademark Office","",true,false
"Kerry L. Bundy","Faegre Drinker","",false,false
"Randall E. Kahnke","Faegre Drinker","",false,false
"Robert G. Krupka","Krupka Law Group","",false,false
