.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"Mary Ann Clark","Texas Wesleyan University","",true,true
"Matthew Douglas","Grand Rapids Community College","",true,true
"Jung Choi","Georgia Institute of Technology","",true,true
