.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"Donna Kirk","University of Wisconsin at Superior","",true,false
"Barbara Boschmans Beaudrie","Northern Arizona University","",false,false
"Brian Beaudrie","Northern Arizona University","",false,false
"Matthew Cathey","Wofford College","",false,false
"Valeree Falduto","Palm Beach State College","",false,false
"Maureen Gerlofs","Texas State University","",false,false
"Quin Hearn","Broward College","",false,false
"Ian Walters","D’Youville College","",false,false
