.value.value.heading, .value.value.content, .value.value.content_logged_in, .value.value.button_text, .value.value.button_url
"<b>Academic freedom.</b> No catch.","<p>Access free resources integrated with your book. <a href=""https://accounts.openstax.org/signup"">Sign up</a> for an account to access locked content.</p>",,,
