.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"P. Scott Corbett","Ventura College","",true,true
"Volker Janssen","California State University, Fullerton","",true,true
"John M. Lund","Keene State College","",true,true
"Todd Pfannestiel","Clarion University","",true,true
"Sylvie Waskiewicz","","",true,false
"Paul Vickery","Oral Roberts University","",true,true
