.value.value.name, .value.value.university, .value.value.country, .value.value.senior_author, .value.value.display_at_top
"Yael Avissar","Rhode Island College","",false,false
"Jung Choi","Georgia Institute of Technology","",false,false
"Jean DeSaix","University of North Carolina at Chapel Hill","",false,false
"Vladimir Jurukovski","Suffolk County Community College","",false,false
"Connie Rye","East Mississippi Community College","",false,false
"Robert Wise","University of Wisconsin, Oshkosh","",false,false
"Julianne Zedalis","The Bishop's School in La Jolla, CA","",true,true
"John Eggebrecht","Cornell University","",true,true
